"Location","Site","Time","Before.After.x","Habitat","AD","JUV","Prop_J"
"St Georges Basin","RC2","30/10/2007","After","NR",0,0,NA
"St Georges Basin","RC2","5/02/2007","Before","NR",0,0,NA
"St Georges Basin","RC2","7/10/2006","Before","NR",0,5,1
"St Georges Basin","RC2","9/12/2008","After","NR",1,0,0
"St Georges Basin","RC3","12/11/2006","Before","NR",0,1,1
"St Georges Basin","RC3","13/10/2006","Before","NR",0,0,NA
"St Georges Basin","RC3","16/10/2008","After","NR",11,9,0.45
"St Georges Basin","RC3","18/10/2007","After","NR",5,0,0
"St Georges Basin","RC3","19/12/2007","After","NR",17,0,0
"St Georges Basin","RC3","2/12/2008","After","NR",10,2,0.166666666666667
"St Georges Basin","RC3","20/01/2007","Before","NR",0,0,NA
"St Georges Basin","RC3","20/11/2007","After","NR",8,6,0.428571428571429
"St Georges Basin","RC3","21/11/2007","After","NR",9,7,0.4375
"St Georges Basin","RC3","21/12/2006","Before","NR",0,0,NA
"St Georges Basin","RC3","30/10/2007","After","NR",2,0,0
"St Georges Basin","RC3","31/10/2007","After","NR",8,0,0
"St Georges Basin","RC3","5/02/2007","Before","NR",0,0,NA
"St Georges Basin","RC3","6/11/2008","After","NR",15,4,0.210526315789474
"St Georges Basin","RC3","7/10/2006","Before","NR",0,0,NA
"St Georges Basin","RC3","9/12/2008","After","NR",7,0,0
"St Georges Basin","SC1","10/01/2007","Before","SD",0,0,NA
"St Georges Basin","SC1","12/11/2006","Before","SD",0,0,NA
"St Georges Basin","SC1","13/10/2006","Before","SD",0,0,NA
"St Georges Basin","SC1","19/01/2007","Before","SD",0,0,NA
"St Georges Basin","SC1","20/01/2007","Before","SD",1,0,0
"St Georges Basin","SC1","21/12/2006","Before","SD",0,0,NA
"St Georges Basin","SC1","22/12/2006","Before","SD",0,0,NA
"St Georges Basin","SC1","7/10/2006","Before","SD",0,0,NA
"St Georges Basin","SC2","10/01/2007","Before","SD",0,0,NA
"St Georges Basin","SC2","12/11/2006","Before","SD",0,0,NA
"St Georges Basin","SC2","13/10/2006","Before","SD",0,0,NA
"St Georges Basin","SC2","19/01/2007","Before","SD",0,0,NA
"St Georges Basin","SC2","20/01/2007","Before","SD",1,0,0
"St Georges Basin","SC2","21/12/2006","Before","SD",0,0,NA
"St Georges Basin","SC2","22/12/2006","Before","SD",0,0,NA
"St Georges Basin","SC2","7/10/2006","Before","SD",0,0,NA
"St Georges Basin","SC3","10/01/2007","Before","SD",0,0,NA
"St Georges Basin","SC3","12/11/2006","Before","SD",0,0,NA
"St Georges Basin","SC3","13/10/2006","Before","SD",0,0,NA
"St Georges Basin","SC3","19/01/2007","Before","SD",0,0,NA
"St Georges Basin","SC3","20/01/2007","Before","SD",0,0,NA
"St Georges Basin","SC3","5/02/2007","Before","SD",0,0,NA
"St Georges Basin","SC3","7/10/2006","Before","SD",0,0,NA
